Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,
Yannick Bolasie,10.0,cd COD,AM,26-287,90,0,0,0,0,1,1,0,0,1,3,1,6,1,1,0,,,Crystal Palace
Emmanuel Adebayor,25.0,tg TOG,FW,32-009,81,0,0,0,0,2,1,0,0,0,1,2,1,2,1,0,,,Crystal Palace
Dwight Gayle,16.0,eng ENG,FW,25-141,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Crystal Palace
Joe Ledley,28.0,wls WAL,DM,29-043,81,1,0,0,0,2,1,0,0,0,0,0,0,1,1,0,,,Crystal Palace
Bakary Sako,26.0,ml MLI,"FW,MF",27-315,9,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,,,Crystal Palace
Mile Jedinak,15.0,au AUS,DM,31-216,90,0,0,0,0,2,0,0,0,1,0,0,0,2,4,0,,,Crystal Palace
Yohan Cabaye,7.0,fr FRA,AM,30-052,69,0,0,0,0,2,0,0,0,2,1,0,7,2,1,0,,,Crystal Palace
Jordon Mutch,22.0,eng ENG,MF,24-095,21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,Crystal Palace
Wilfried Zaha,11.0,ci CIV,AM,23-117,90,0,0,0,0,0,0,0,0,2,5,0,2,1,2,0,,,Crystal Palace
Pape Souaré,23.0,sn SEN,LB,25-274,90,0,0,0,0,1,0,0,0,0,3,0,7,0,3,0,,,Crystal Palace
Damien Delaney,27.0,ie IRL,CB,34-230,90,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,,,Crystal Palace
Scott Dann,6.0,eng ENG,CB,29-021,90,0,0,0,0,2,1,1,0,2,1,0,0,0,0,0,,,Crystal Palace
Joel Ward,2.0,eng ENG,RB,26-129,90,0,0,0,0,1,0,0,0,2,0,0,1,1,5,0,,,Crystal Palace
Alex McCarthy,12.0,eng ENG,GK,26-094,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Crystal Palace
14 Players,,,,,990,1,0,0,0,14,4,1,0,12,15,3,26,11,21,0,,,Crystal Palace
