Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,
Fernando Llorente,9.0,es ESP,FW,31-323,69,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,Swansea City
Borja Bastón,10.0,es ESP,FW,24-142,21,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Swansea City
Wayne Routledge,15.0,eng ENG,AM,32-007,90,0,0,0,0,3,1,0,0,1,2,0,2,0,1,0,0,0,Swansea City
Nathan Dyer,12.0,eng ENG,AM,29-046,55,0,0,0,0,1,0,0,0,2,1,0,1,0,1,0,0,0,Swansea City
Leroy Fer,8.0,nl NED,MF,27-009,35,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Swansea City
Gylfi Sigurðsson,23.0,is ISL,AM,27-128,90,0,0,0,0,3,1,0,0,0,0,0,4,0,3,0,0,0,Swansea City
Jack Cork,24.0,eng ENG,DM,27-203,70,0,0,0,0,1,0,0,0,0,1,0,1,1,2,1,0,0,Swansea City
Oliver McBurnie,62.0,sct SCO,FW,20-224,20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Swansea City
Ki Sung-yueng,4.0,kr KOR,DM,27-356,90,0,0,0,0,0,0,1,0,1,1,0,2,2,3,0,1,1,Swansea City
Stephen Kingsley,35.0,sct SCO,LB,22-175,90,0,0,0,0,1,0,0,0,0,0,0,6,2,1,0,0,0,Swansea City
Alfie Mawson,6.0,eng ENG,CB,22-361,90,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,Swansea City
Federico Fernández,33.0,ar ARG,CB,27-328,90,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,Swansea City
Kyle Naughton,26.0,eng ENG,RB,28-058,90,0,0,0,0,1,1,0,0,3,1,0,4,2,0,1,0,0,Swansea City
Łukasz Fabiański,1.0,pl POL,GK,31-271,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swansea City
14 Players,,,,,990,0,0,0,0,12,3,2,0,12,9,2,22,11,15,2,1,1,Swansea City
Olivier Giroud,12.0,fr FRA,FW,30-106,59,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,Arsenal
Alex Oxlade-Chamberlain,15.0,eng ENG,"FW,MF",23-152,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arsenal
Alexis Sánchez,7.0,cl CHI,AM,28-026,78,1,0,0,0,4,2,0,0,1,1,0,0,4,1,0,0,0,Arsenal
Danny Welbeck,23.0,eng ENG,"FW,MF",26-049,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arsenal
Alex Iwobi,17.0,ng NGA,AM,20-256,90,0,0,0,0,4,0,0,0,1,1,0,2,1,1,0,0,0,Arsenal
Mesut Özil,11.0,de GER,AM,28-091,78,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,Arsenal
Lucas Pérez,9.0,es ESP,"FW,MF",28-126,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arsenal
Granit Xhaka,29.0,ch SUI,DM,24-109,90,0,0,0,0,3,2,0,0,0,0,0,0,1,3,0,0,0,Arsenal
Aaron Ramsey,8.0,wls WAL,DM,26-019,90,0,0,0,0,1,1,0,0,2,2,0,0,1,2,0,0,0,Arsenal
Nacho Monreal,18.0,es ESP,LB,30-323,90,0,0,0,0,0,0,0,0,0,3,0,1,3,3,0,0,0,Arsenal
Laurent Koscielny,6.0,fr FRA,CB,31-126,90,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,Arsenal
Shkodran Mustafi,20.0,de GER,CB,24-272,90,0,0,0,0,0,0,0,0,2,1,0,1,1,5,0,0,0,Arsenal
Gabriel Paulista,5.0,br BRA,RB,26-049,90,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,Arsenal
Petr Čech,33.0,cz CZE,GK,34-239,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arsenal
14 Players,,,,,990,2,0,0,0,14,6,0,0,8,11,0,7,14,21,0,0,0,Arsenal
