Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,
Romelu Lukaku,10.0,be BEL,FW,23-288,90,1,0,0,0,5,3,0,0,2,1,1,1,0,0,0,0,0,Everton
Ademola Lookman,31.0,ng NGA,FW,19-128,59,0,0,0,0,3,1,0,0,1,4,0,0,1,1,0,0,0,Everton
Kevin Mirallas,11.0,be BEL,"FW,MF",29-143,31,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,Everton
Ross Barkley,8.0,eng ENG,FW,23-082,82,0,0,0,0,2,1,0,0,2,1,0,11,0,0,0,0,0,Everton
James McCarthy,16.0,ie IRL,MF,26-105,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Everton
Idrissa Gana Gueye,17.0,sn SEN,CM,27-152,90,1,0,0,0,3,2,0,0,1,1,0,1,4,4,0,0,0,Everton
Morgan Schneiderlin,2.0,fr FRA,CM,27-109,90,0,0,0,0,2,0,0,0,0,1,0,0,3,4,0,0,0,Everton
Tom Davies,26.0,eng ENG,CM,18-240,69,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,Everton
Enner Valencia,19.0,ec ECU,"FW,MF",27-113,21,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,Everton
Leighton Baines,3.0,eng ENG,LB,32-076,90,0,0,0,0,0,0,0,0,3,2,0,7,1,1,0,0,0,Everton
Ramiro Funes Mori,25.0,ar ARG,CB,25-357,90,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,Everton
Ashley Williams,5.0,wls WAL,CB,32-186,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Everton
Séamus Coleman,23.0,ie IRL,RB,28-137,90,0,1,0,0,0,0,0,0,0,2,0,5,2,0,0,0,0,Everton
Joel Robles,1.0,es ESP,GK,26-253,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Everton
14 Players,,,,,990,2,2,0,0,20,8,0,0,10,16,1,28,14,11,0,0,0,Everton
