Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,
Christian Benteke,17.0,be BEL,FW,26-084,90,0,0,0,0,6,1,0,0,1,2,2,0,0,0,0,0,0,Crystal Palace
Wilfried Zaha,11.0,ci CIV,LW,24-107,87,0,0,0,0,1,0,0,0,1,2,0,3,1,2,0,0,0,Crystal Palace
Scott Dann,6.0,eng ENG,DF,30-011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crystal Palace
Jason Puncheon,42.0,eng ENG,AM,30-252,90,0,0,0,0,4,1,0,0,1,0,0,3,4,2,0,0,0,Crystal Palace
Yohan Cabaye,7.0,fr FRA,AM,31-042,62,0,1,0,0,2,0,1,0,2,1,0,0,2,2,0,0,0,Crystal Palace
James McArthur,18.0,sct SCO,MF,29-141,28,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,Crystal Palace
Andros Townsend,10.0,eng ENG,RW,25-224,90,0,0,0,0,1,0,0,0,1,1,0,12,1,3,0,0,0,Crystal Palace
Luka Milivojević,28.0,rs SRB,DM,25-324,90,0,0,0,0,0,0,0,0,1,2,0,0,3,4,0,0,0,Crystal Palace
Patrick van Aanholt,3.0,nl NED,LB,26-180,86,1,0,0,0,1,1,0,0,1,0,0,6,0,2,0,0,0,Crystal Palace
Jeffrey Schlupp,31.0,gh GHA,"DF,FW",24-064,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crystal Palace
Mamadou Sakho,12.0,fr FRA,CB,27-012,90,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,Crystal Palace
James Tomkins,5.0,eng ENG,CB,27-333,90,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,Crystal Palace
Joel Ward,2.0,eng ENG,RB,27-119,90,0,0,0,0,0,0,1,0,4,3,0,5,1,0,0,0,0,Crystal Palace
Wayne Hennessey,13.0,wls WAL,GK,30-032,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Crystal Palace
14 Players,,,,,990,1,1,0,0,15,3,3,0,13,16,2,29,14,18,0,0,0,Crystal Palace
