Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,
Manolo Gabbiadini,20.0,it ITA,FW,25-070,90,1,0,0,0,6,1,0,0,2,3,1,0,0,1,0,0,0,Southampton
Jay Rodriguez,9.0,eng ENG,FW,27-190,45,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,Southampton
Nathan Redmond,22.0,eng ENG,"FW,MF",22-335,45,0,0,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,Southampton
Sofiane Boufal,19.0,ma MAR,FW,23-140,62,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,Southampton
Shane Long,7.0,ie IRL,FW,30-013,28,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,Southampton
James Ward-Prowse,16.0,eng ENG,CM,22-095,90,0,0,0,0,5,4,0,0,2,0,0,7,0,2,0,0,0,Southampton
Oriol Romeu,14.0,es ESP,CM,25-133,90,0,0,0,0,0,0,0,0,3,3,0,0,3,1,0,0,0,Southampton
Steven Davis,8.0,nir NIR,CM,32-034,90,0,0,0,0,4,2,0,0,0,0,0,1,1,2,0,0,0,Southampton
Ryan Bertrand,21.0,eng ENG,LB,27-183,90,0,0,0,0,0,0,0,0,1,1,1,3,1,1,0,0,0,Southampton
Maya Yoshida,3.0,jp JPN,CB,28-164,90,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,Southampton
Jack Stephens,24.0,eng ENG,CB,23-008,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Southampton
Cédric Soares,2.0,pt POR,RB,25-157,90,0,0,0,0,1,0,0,0,1,1,0,8,3,0,0,0,0,Southampton
Fraser Forster,1.0,eng ENG,GK,28-324,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southampton
13 Players,,,,,990,1,1,0,0,21,7,0,0,12,15,2,24,12,11,0,0,0,Southampton
