Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,
Graziano Pellè,19.0,it ITA,FW,30-059,90,0,0,0,0,3,2,0,0,0,0,2,2,0,0,0,,,Southampton
Jay Rodriguez,9.0,eng ENG,DM,26-045,66,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,,,Southampton
Sadio Mané,10.0,sn SEN,"FW,MF",23-155,24,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,,,Southampton
Steven Davis,8.0,nir NIR,AM,30-254,90,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,,,Southampton
James Ward-Prowse,16.0,eng ENG,AM,20-315,90,0,0,0,0,3,0,0,0,1,0,0,5,1,1,0,,,Southampton
Dušan Tadić,11.0,rs SRB,AM,26-296,90,0,0,0,0,1,0,0,0,0,1,0,15,0,1,0,,,Southampton
Victor Wanyama,12.0,ke KEN,DM,24-079,90,0,0,0,0,1,0,0,0,1,0,0,0,1,6,0,,,Southampton
Matt Targett,33.0,eng ENG,LB,19-359,90,0,0,0,0,0,0,0,0,1,0,0,4,2,5,0,,,Southampton
Virgil van Dijk,17.0,nl NED,CB,24-066,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,Southampton
José Fonte,6.0,pt POR,RB,31-264,90,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,,,Southampton
Cédric Soares,2.0,pt POR,CB,24-012,74,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,,Southampton
Maya Yoshida,3.0,jp JPN,DF,27-019,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,Southampton
Maarten Stekelenburg,22.0,nl NED,GK,32-355,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Southampton
13 Players,,,,,990,0,0,0,0,15,4,0,0,5,5,2,33,10,18,0,,,Southampton
