Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,
Wayne Rooney,10.0,eng ENG,FW,30-035,67,0,0,0,0,2,0,0,0,1,0,1,4,0,0,0,,,Manchester United
Memphis,7.0,nl NED,"FW,MF",21-288,23,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,,,Manchester United
Anthony Martial,11.0,fr FRA,AM,19-358,90,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,Manchester United
Juan Mata,8.0,es ESP,AM,27-214,90,0,0,0,0,2,0,0,0,1,1,0,1,1,0,0,,,Manchester United
Bastian Schweinsteiger,31.0,de GER,DM,31-119,90,1,0,0,0,4,2,0,0,0,0,0,0,1,1,0,,,Manchester United
Michael Carrick,16.0,eng ENG,DM,34-123,90,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,,,Manchester United
Ashley Young,18.0,eng ENG,AM,30-142,90,0,0,0,0,0,0,1,0,1,1,0,10,1,2,0,,,Manchester United
Matteo Darmian,36.0,it ITA,RB,25-361,90,0,0,0,0,1,0,0,0,0,0,0,5,1,2,0,,,Manchester United
Daley Blind,17.0,nl NED,CB,25-264,90,0,1,0,0,0,0,0,0,1,0,0,7,1,1,0,,,Manchester United
Chris Smalling,12.0,eng ENG,CB,26-006,90,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,,,Manchester United
Paddy McNair,33.0,nir NIR,LB,20-215,90,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,,,Manchester United
David de Gea,1.0,es ESP,GK,25-021,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Manchester United
12 Players,,,,,990,1,1,0,0,10,2,1,0,7,5,1,29,10,11,0,,,Manchester United
