Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,
Diego Costa,19.0,es ESP,FW,27-199,90,0,0,0,0,2,0,0,0,0,1,3,0,1,0,0,,,Chelsea
Willian,22.0,br BRA,LM,27-258,82,1,0,0,0,4,1,0,0,0,2,0,5,1,0,0,,,Chelsea
Ruben Loftus-Cheek,14.0,eng ENG,MF,20-091,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,Chelsea
Pedro,11.0,es ESP,CM,28-270,90,1,0,0,0,4,1,0,0,0,0,0,0,1,1,0,,,Chelsea
Eden Hazard,10.0,be BEL,FW,25-107,90,2,0,0,0,3,2,0,0,0,2,0,2,1,1,0,,,Chelsea
Nemanja Matić,21.0,rs SRB,RM,27-266,90,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,,,Chelsea
Cesc Fàbregas,4.0,es ESP,CM,28-355,90,0,1,0,0,2,0,0,0,0,1,0,3,3,0,0,,,Chelsea
Baba Rahman,6.0,gh GHA,LB,21-296,90,0,0,0,0,0,0,0,0,1,0,0,1,3,3,0,,,Chelsea
Branislav Ivanović,2.0,rs SRB,CB,32-061,90,0,0,0,0,1,0,0,0,1,1,0,0,2,2,0,,,Chelsea
John Obi Mikel,12.0,ng NGA,CB,29-001,90,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,,,Chelsea
César Azpilicueta,28.0,es ESP,RB,26-239,90,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,,,Chelsea
Asmir Begović,1.0,ba BIH,GK,28-308,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Chelsea
12 Players,,,,,990,4,2,0,0,16,4,0,0,4,10,3,12,20,11,0,,,Chelsea
