Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,
Olivier Giroud,12.0,fr FRA,FW,28-313,90,0,0,0,0,5,2,0,0,2,1,1,3,1,0,0,,,Arsenal
Santi Cazorla,19.0,es ESP,AM,30-239,90,0,0,0,0,2,1,0,0,0,1,0,5,2,1,0,,,Arsenal
Alex Oxlade-Chamberlain,15.0,eng ENG,AM,21-359,90,0,0,0,0,3,0,0,0,0,1,1,4,1,1,0,,,Arsenal
Mesut Özil,11.0,de GER,AM,26-298,90,0,0,0,0,2,0,0,0,3,0,0,5,2,1,0,,,Arsenal
Francis Coquelin,34.0,fr FRA,DM,24-088,57,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,,,Arsenal
Theo Walcott,14.0,eng ENG,"FW,MF",26-146,33,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,,,Arsenal
Aaron Ramsey,16.0,wls WAL,DM,24-226,90,0,0,0,0,2,0,0,0,3,0,0,3,0,5,0,,,Arsenal
Nacho Monreal,18.0,es ESP,LB,29-164,90,0,0,0,0,0,0,1,0,1,2,0,5,1,0,0,,,Arsenal
Laurent Koscielny,6.0,fr FRA,CB,29-333,90,0,0,0,0,1,0,0,0,0,2,0,0,1,3,0,,,Arsenal
Per Mertesacker,4.0,de GER,CB,30-314,90,0,0,0,0,1,1,0,0,0,0,1,0,3,4,0,,,Arsenal
Mathieu Debuchy,2.0,fr FRA,RB,30-012,66,0,0,0,0,1,0,0,0,1,1,0,5,0,1,0,,,Arsenal
Alexis Sánchez,7.0,cl CHI,"FW,MF",26-233,24,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,,,Arsenal
Petr Čech,33.0,cz CZE,GK,33-081,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Arsenal
13 Players,,,,,990,0,0,0,0,22,6,1,0,12,9,3,33,11,18,0,,,Arsenal
Diafra Sakho,15.0,sn SEN,FW,25-228,89,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,,,West Ham United
Modibo Maïga,20.0,ml MLI,"FW,MF",27-340,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,,,West Ham United
Dimitri Payet,27.0,fr FRA,FW,28-133,90,0,1,0,0,1,0,0,0,0,1,0,4,1,0,0,,,West Ham United
Mauro Zárate,10.0,ar ARG,FW,28-144,62,1,0,0,0,2,1,0,0,1,2,0,1,3,0,0,,,West Ham United
Matthew Jarvis,7.0,eng ENG,MF,29-079,28,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,West Ham United
Mark Noble,16.0,eng ENG,CM,28-093,90,0,0,0,0,0,0,1,0,1,6,0,0,1,1,0,,,West Ham United
Reece Oxford,35.0,eng ENG,DM,16-236,78,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,,,West Ham United
Kevin Nolan,4.0,eng ENG,MF,33-046,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,West Ham United
Cheikhou Kouyaté,8.0,sn SEN,CM,25-231,90,1,0,0,0,1,1,0,0,0,0,1,0,2,2,0,,,West Ham United
Aaron Cresswell,3.0,eng ENG,LB,25-237,90,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,,,West Ham United
Angelo Ogbonna,21.0,it ITA,CB,27-078,90,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,,,West Ham United
Winston Reid,2.0,nz NZL,CB,27-037,90,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,,,West Ham United
James Tomkins,5.0,eng ENG,RB,26-133,90,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,,,West Ham United
Adrián,13.0,es ESP,GK,28-218,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,West Ham United
14 Players,,,,,990,2,1,0,0,8,4,3,0,9,12,1,7,17,12,0,,,West Ham United
