Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Team
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,
Radamel Falcao,9.0,co COL,FW,29-235,90,0,0,0,0,1,0,1,0,4,1,0,0,0,2,0,,,Chelsea
Eden Hazard,10.0,be BEL,AM,24-269,90,0,0,0,0,1,1,0,0,0,4,0,0,2,1,0,,,Chelsea
Willian,22.0,br BRA,AM,27-055,63,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,,,Chelsea
Pedro,11.0,es ESP,"FW,MF",28-067,27,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,,,Chelsea
Oscar,8.0,br BRA,AM,24-024,90,0,0,0,0,4,1,0,0,0,2,1,1,1,0,0,,,Chelsea
Cesc Fàbregas,4.0,es ESP,DM,28-152,90,0,0,0,0,1,0,0,0,1,0,0,3,2,1,0,,,Chelsea
Ramires,7.0,br BRA,DM,28-193,45,0,0,0,0,0,0,1,0,4,1,0,0,1,1,0,,,Chelsea
Nemanja Matić,21.0,rs SRB,MF,27-063,27,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,,,Chelsea
Loïc Rémy,18.0,fr FRA,FW,28-274,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Chelsea
César Azpilicueta,28.0,es ESP,LB,26-036,90,0,0,0,0,0,0,0,0,1,1,0,5,5,6,0,,,Chelsea
John Terry,26.0,eng ENG,CB,34-300,90,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,,,Chelsea
Gary Cahill,24.0,eng ENG,CB,29-288,90,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,,,Chelsea
Branislav Ivanović,2.0,rs SRB,RB,31-223,90,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,,,Chelsea
Asmir Begović,1.0,ba BIH,GK,28-105,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Chelsea
14 Players,,,,,990,1,0,0,0,10,3,2,0,14,13,1,14,15,18,0,,,Chelsea
